Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GC_SmokeTest,Chrome 74.0.3729.169,,,2019-06-19 19:40:26,2019-06-19 19:44:45,4m - 19.273s,FAILED
,,,,,,,
Test Cases/GreenCleaning/TC_GC_NegativeCases_Custodial,Chrome 74.0.3729.169,,,2019-06-19 19:40:26,2019-06-19 19:41:22,55.701s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.169,,,2019-06-19 19:40:26,2019-06-19 19:40:31,4.565s,PASSED
runWithCucumberRunner(greenCleaningForm.Runner_GC_NegativeCases_Custodial),Chrome 74.0.3729.169,,,2019-06-19 19:40:31,2019-06-19 19:41:21,49.926s,FAILED
Start listener action : sampleAfterTestCase,Chrome 74.0.3729.169,,,2019-06-19 19:41:21,2019-06-19 19:41:22,0.887s,PASSED
,,,,,,,
Test Cases/GreenCleaning/TC_GC_NegativeCases_EntrywaySys,Chrome 74.0.3729.169,,,2019-06-19 19:41:22,2019-06-19 19:42:51,1m - 29.432s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.169,,,2019-06-19 19:41:22,2019-06-19 19:41:24,2.562s,PASSED
runWithCucumberRunner(greenCleaningForm.Runner_GC_NegativeCases_EntrywaySys),Chrome 74.0.3729.169,,,2019-06-19 19:41:24,2019-06-19 19:42:50,1m - 25.829s,FAILED
Start listener action : sampleAfterTestCase,Chrome 74.0.3729.169,,,2019-06-19 19:42:50,2019-06-19 19:42:51,0.824s,PASSED
,,,,,,,
Test Cases/GreenCleaning/TC_GC_NegativeCases_PoweredClng,Chrome 74.0.3729.169,,,2019-06-19 19:42:51,2019-06-19 19:43:38,46.697s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.169,,,2019-06-19 19:42:51,2019-06-19 19:42:54,2.782s,PASSED
runWithCucumberRunner(greenCleaningForm.Runner_GC_NegativeCases_PoweredClng),Chrome 74.0.3729.169,,,2019-06-19 19:42:54,2019-06-19 19:43:37,42.724s,PASSED
Start listener action : sampleAfterTestCase,Chrome 74.0.3729.169,,,2019-06-19 19:43:37,2019-06-19 19:43:38,0.882s,PASSED
,,,,,,,
Test Cases/GreenCleaning/TC_GC_NegativeCases_CleaningPrdts,Chrome 74.0.3729.169,,,2019-06-19 19:43:38,2019-06-19 19:44:45,1m - 7.018s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.169,,,2019-06-19 19:43:38,2019-06-19 19:43:40,2.750s,PASSED
runWithCucumberRunner(greenCleaningForm.Runner_GC_NegativeCases_CleaningPrdts),Chrome 74.0.3729.169,,,2019-06-19 19:43:41,2019-06-19 19:44:44,1m - 3.173s,PASSED
Start listener action : sampleAfterTestCase,Chrome 74.0.3729.169,,,2019-06-19 19:44:44,2019-06-19 19:44:45,0.822s,PASSED
