Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GC_SmokeTest,Chrome 75.0.3770.100,,,2019-06-21 10:23:22,2019-06-21 10:25:49,2m - 26.952s,PASSED
,,,,,,,
Test Cases/GreenCleaning/TC_GC_Custodial,Chrome 75.0.3770.100,,,2019-06-21 10:23:22,2019-06-21 10:25:49,2m - 26.656s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,,2019-06-21 10:23:22,2019-06-21 10:23:26,3.957s,PASSED
runWithCucumberRunner(greenCleaningForm.Runner_GreenCleaning),Chrome 75.0.3770.100,,,2019-06-21 10:23:26,2019-06-21 10:25:48,2m - 21.691s,PASSED
Start listener action : sampleAfterTestCase,Chrome 75.0.3770.100,,,2019-06-21 10:25:48,2019-06-21 10:25:49,0.708s,PASSED
