Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GC_SmokeTest,Chrome 74.0.3729.169,,,2019-06-18 17:06:20,2019-06-18 17:10:41,4m - 21.254s,FAILED
,,,,,,,
Test Cases/GreenCleaning/TC_GC_PoweredCleaning,Chrome 74.0.3729.169,,,2019-06-18 17:06:20,2019-06-18 17:07:43,1m - 22.939s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.169,,,2019-06-18 17:06:20,2019-06-18 17:06:24,4.572s,PASSED
runWithCucumberRunner(greenCleaningForm.Runner_GC_PoweredCleaning),Chrome 74.0.3729.169,,,2019-06-18 17:06:25,2019-06-18 17:07:42,1m - 17.340s,PASSED
Start listener action : sampleAfterTestCase,Chrome 74.0.3729.169,,,2019-06-18 17:07:42,2019-06-18 17:07:43,0.771s,PASSED
,,,,,,,
Test Cases/GreenCleaning/TC_GC_VerifyUploadedFiles_PoweredCleaning,Chrome 74.0.3729.169,,,2019-06-18 17:07:43,2019-06-18 17:08:41,57.771s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.169,,,2019-06-18 17:07:43,2019-06-18 17:07:45,2.411s,PASSED
runWithCucumberRunner(greenCleaningForm.Runner_GC_VerifyUploadedFiles_PoweredCleaning),Chrome 74.0.3729.169,,,2019-06-18 17:07:45,2019-06-18 17:08:40,54.321s,FAILED
Start listener action : sampleAfterTestCase,Chrome 74.0.3729.169,,,2019-06-18 17:08:40,2019-06-18 17:08:41,0.831s,PASSED
,,,,,,,
Test Cases/GreenCleaning/TC_GC_DownloadFiles_PoweredCleaning,Chrome 74.0.3729.169,,,2019-06-18 17:08:41,2019-06-18 17:09:40,59.539s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.169,,,2019-06-18 17:08:41,2019-06-18 17:08:43,2.426s,PASSED
runWithCucumberRunner(greenCleaningForm.Runner_GC_DownloadFiles_PoweredCleaning),Chrome 74.0.3729.169,,,2019-06-18 17:08:43,2019-06-18 17:09:39,56.139s,FAILED
Start listener action : sampleAfterTestCase,Chrome 74.0.3729.169,,,2019-06-18 17:09:39,2019-06-18 17:09:40,0.750s,PASSED
,,,,,,,
Test Cases/GreenCleaning/TC_GC_DeleteUploadedFiles_PoweredCleaning,Chrome 74.0.3729.169,,,2019-06-18 17:09:40,2019-06-18 17:10:41,1m - 0.582s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.169,,,2019-06-18 17:09:40,2019-06-18 17:09:43,2.537s,PASSED
runWithCucumberRunner(greenCleaningForm.Runner_GC_DeleteUploadedFiles_PoweredCleaning),Chrome 74.0.3729.169,,,2019-06-18 17:09:43,2019-06-18 17:10:40,57.093s,FAILED
Start listener action : sampleAfterTestCase,Chrome 74.0.3729.169,,,2019-06-18 17:10:40,2019-06-18 17:10:41,0.752s,PASSED
