Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ERM_SmokeTest,Chrome 75.0.3770.100,,,2019-07-08 15:18:15,2019-07-08 15:37:53,19m - 37.933s,FAILED
,,,,,,,
Test Cases/EnhancedRefrigerantManagement/TC_ERM_No_Refrigerants,Chrome 75.0.3770.100,,,2019-07-08 15:18:15,2019-07-08 15:19:49,1m - 33.562s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,,2019-07-08 15:18:15,2019-07-08 15:18:19,3.835s,PASSED
runWithCucumberRunner(enhancedRefrigerantManagement.Runner_ERM_No_Refrigerants),Chrome 75.0.3770.100,,,2019-07-08 15:18:19,2019-07-08 15:19:48,1m - 28.867s,FAILED
Start listener action : sampleAfterTestCase,Chrome 75.0.3770.100,,,2019-07-08 15:19:48,2019-07-08 15:19:49,0.666s,PASSED
,,,,,,,
Test Cases/EnhancedRefrigerantManagement/TC_ERM_CalculationofRefrigerantImpact,Chrome 75.0.3770.100,,,2019-07-08 15:19:49,2019-07-08 15:21:37,1m - 48.453s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,,2019-07-08 15:19:49,2019-07-08 15:19:51,2.115s,PASSED
runWithCucumberRunner(enhancedRefrigerantManagement.Runner_ERM_CalculationofRefrigerantImpact),Chrome 75.0.3770.100,,,2019-07-08 15:19:51,2019-07-08 15:21:36,1m - 45.613s,PASSED
Start listener action : sampleAfterTestCase,Chrome 75.0.3770.100,,,2019-07-08 15:21:36,2019-07-08 15:21:37,0.583s,PASSED
,,,,,,,
Test Cases/EnhancedRefrigerantManagement/TC_ERM_VerifyUploadedFiles,Chrome 75.0.3770.100,,,2019-07-08 15:21:37,2019-07-08 15:22:44,1m - 6.850s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,,2019-07-08 15:21:37,2019-07-08 15:21:39,2.141s,PASSED
runWithCucumberRunner(enhancedRefrigerantManagement.Runner_ERM_VerifyUploadedFiles),Chrome 75.0.3770.100,,,2019-07-08 15:21:39,2019-07-08 15:22:43,1m - 3.962s,PASSED
Start listener action : sampleAfterTestCase,Chrome 75.0.3770.100,,,2019-07-08 15:22:43,2019-07-08 15:22:44,0.587s,PASSED
,,,,,,,
Test Cases/EnhancedRefrigerantManagement/TC_ERM_DownloadedFiles,Chrome 75.0.3770.100,,,2019-07-08 15:22:44,2019-07-08 15:32:29,9m - 45.508s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,,2019-07-08 15:22:44,2019-07-08 15:22:46,2.138s,PASSED
runWithCucumberRunner(enhancedRefrigerantManagement.Runner_ERM_DownloadedFiles),Chrome 75.0.3770.100,,,2019-07-08 15:22:46,2019-07-08 15:32:29,9m - 42.629s,PASSED
Start listener action : sampleAfterTestCase,Chrome 75.0.3770.100,,,2019-07-08 15:32:29,2019-07-08 15:32:29,0.587s,PASSED
,,,,,,,
Test Cases/EnhancedRefrigerantManagement/TC_ERM_DeleteUploadedFiles,Chrome 75.0.3770.100,,,2019-07-08 15:32:29,2019-07-08 15:33:22,52.661s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,,2019-07-08 15:32:29,2019-07-08 15:32:32,2.125s,PASSED
runWithCucumberRunner(enhancedRefrigerantManagement.Runner_ERM_DeleteUploadedFiles),Chrome 75.0.3770.100,,,2019-07-08 15:32:32,2019-07-08 15:33:21,49.800s,PASSED
Start listener action : sampleAfterTestCase,Chrome 75.0.3770.100,,,2019-07-08 15:33:21,2019-07-08 15:33:22,0.584s,PASSED
,,,,,,,
Test Cases/EnhancedRefrigerantManagement/TC_ERM_NegativeCases,Chrome 75.0.3770.100,,,2019-07-08 15:33:22,2019-07-08 15:34:27,1m - 4.751s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,,2019-07-08 15:33:22,2019-07-08 15:33:24,2.132s,PASSED
runWithCucumberRunner(enhancedRefrigerantManagement.Runner_ERM_NegativeCases),Chrome 75.0.3770.100,,,2019-07-08 15:33:24,2019-07-08 15:34:26,1m - 1.860s,FAILED
Start listener action : sampleAfterTestCase,Chrome 75.0.3770.100,,,2019-07-08 15:34:26,2019-07-08 15:34:27,0.630s,PASSED
,,,,,,,
Test Cases/EnhancedRefrigerantManagement/TC_ERM_AutoSaveAsDraft,Chrome 75.0.3770.100,,,2019-07-08 15:34:27,2019-07-08 15:37:52,3m - 25.657s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,,2019-07-08 15:34:27,2019-07-08 15:34:29,2.119s,PASSED
runWithCucumberRunner(enhancedRefrigerantManagement.Runner_ERM_AutoSaveAsDraft),Chrome 75.0.3770.100,,,2019-07-08 15:34:29,2019-07-08 15:37:52,3m - 22.843s,PASSED
Start listener action : sampleAfterTestCase,Chrome 75.0.3770.100,,,2019-07-08 15:37:52,2019-07-08 15:37:52,0.589s,PASSED
