Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
runWithCucumberRunner(greenCleaningForm.Runner_GC_DeleteUploadedFiles_PoweredCleaning),Chrome 75.0.3770.100,,,2019-06-22 18:46:21,2019-06-22 18:47:15,53.699s,PASSED
Start listener action : sampleAfterTestCase,Chrome 75.0.3770.100,,,2019-06-22 18:47:15,2019-06-22 18:47:16,0.603s,PASSED
,,,,,,,
Test Cases/GreenCleaning/TC_GC_CleaningProducts,Chrome 75.0.3770.100,,,2019-06-22 18:47:16,2019-06-22 18:50:02,2m - 46.189s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,,2019-06-22 18:47:16,2019-06-22 18:47:18,2.301s,PASSED
runWithCucumberRunner(greenCleaningForm.Runner_GC_CleaningProducts),Chrome 75.0.3770.100,,,2019-06-22 18:47:18,2019-06-22 18:50:01,2m - 42.981s,PASSED
Start listener action : sampleAfterTestCase,Chrome 75.0.3770.100,,,2019-06-22 18:50:01,2019-06-22 18:50:02,0.660s,PASSED
,,,,,,,
Test Cases/GreenCleaning/TC_GC_VerifyUploadedFiles_CleaningProducts,Chrome 75.0.3770.100,,,2019-06-22 18:50:02,2019-06-22 18:50:44,41.605s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,,2019-06-22 18:50:02,2019-06-22 18:50:04,2.375s,PASSED
runWithCucumberRunner(greenCleaningForm.Runner_GC_VerifyUploadedFiles_CleaningProducts),Chrome 75.0.3770.100,,,2019-06-22 18:50:05,2019-06-22 18:50:43,38.364s,PASSED
Start listener action : sampleAfterTestCase,Chrome 75.0.3770.100,,,2019-06-22 18:50:43,2019-06-22 18:50:44,0.616s,PASSED
,,,,,,,
Test Cases/GreenCleaning/TC_GC_DownloadFiles_CleaningProducts,Chrome 75.0.3770.100,,,2019-06-22 18:50:44,2019-06-22 18:54:11,3m - 27.565s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,,2019-06-22 18:50:44,2019-06-22 18:50:46,2.337s,PASSED
runWithCucumberRunner(greenCleaningForm.Runner_GC_DownloadFiles_CleaningProducts),Chrome 75.0.3770.100,,,2019-06-22 18:50:46,2019-06-22 18:54:11,3m - 24.448s,PASSED
Start listener action : sampleAfterTestCase,Chrome 75.0.3770.100,,,2019-06-22 18:54:11,2019-06-22 18:54:11,0.610s,PASSED
,,,,,,,
Test Cases/GreenCleaning/TC_GC_DeleteUploadedFiles_CleaningProducts,Chrome 75.0.3770.100,,,2019-06-22 18:54:11,2019-06-22 18:55:39,1m - 27.937s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,,2019-06-22 18:54:11,2019-06-22 18:54:13,2.279s,PASSED
runWithCucumberRunner(greenCleaningForm.Runner_GC_DeleteUploadedFiles_CleaningProducts),Chrome 75.0.3770.100,,,2019-06-22 18:54:14,2019-06-22 18:55:38,1m - 24.901s,PASSED
Start listener action : sampleAfterTestCase,Chrome 75.0.3770.100,,,2019-06-22 18:55:38,2019-06-22 18:55:39,0.604s,PASSED
,,,,,,,
Test Cases/GreenCleaning/TC_GC_AutoSaveAsDraft,Chrome 75.0.3770.100,,,2019-06-22 18:55:39,2019-06-22 18:59:49,4m - 9.625s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,,2019-06-22 18:55:39,2019-06-22 18:55:41,2.187s,PASSED
runWithCucumberRunner(greenCleaningForm.Runner_GC_AutoSaveAsDraft),Chrome 75.0.3770.100,,,2019-06-22 18:55:41,2019-06-22 18:59:48,4m - 6.722s,PASSED
Start listener action : sampleAfterTestCase,Chrome 75.0.3770.100,,,2019-06-22 18:59:48,2019-06-22 18:59:49,0.595s,PASSED
